rec_survey_id	role	recommender_id	familiar_with_movie	knowledgeable	age_group	gender	race	degree	job	marital_status	political_view	religion	seeker_id	date
first_batch_527	RECOMMENDER	user_803	Agree	Agree	35 - 44	Female	Caucasian	Vocational Training	Employed	Married	Conservative	Protestant	user_49	2019-12-01 07:45:24.749511
first_batch_528	RECOMMENDER	user_66	Strongly agree	Strongly agree	45 - 54	Female	Caucasian	High School/GED	Employed	Never been married	Moderate	Protestant	user_800	2019-12-01 08:26:57.250424
first_batch_529	RECOMMENDER	user_804	Agree	Agree	35 - 44	Female	Hispanic/Latino	High School/GED	Homemaker	Living with partner	Liberal	Other	user_805	2019-12-01 08:55:58.569604
first_batch_530	RECOMMENDER	user_806	Strongly agree	Strongly agree	25 - 34	Male	South Asian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Atheist	user_807	2019-12-01 09:11:00.818736
first_batch_531	RECOMMENDER	user_808	Agree	Agree	25 - 34	Female	African	Master	Employed	Living with partner	Liberal	Atheist	user_809	2019-12-01 09:18:18.441525
first_batch_532	RECOMMENDER	user_294	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	High School/GED	Unable to Work	Never been married	Liberal	Protestant	user_810	2019-12-01 09:54:50.739752
first_batch_533	RECOMMENDER	user_8	Disagree	Disagree	35 - 44	Male	Caucasian	Vocational Training	Employed	Never been married	Liberal	Atheist	user_811	2019-11-30 00:12:35.280858
first_batch_534	RECOMMENDER	user_812	Agree	Strongly agree	25 - 34	Male	African	Bachelor/4-year Degree	Employed	Married	Liberal	Protestant	user_813	2019-11-30 01:03:10.579003
first_batch_535	RECOMMENDER	user_85	Agree	Agree	35 - 44	Female	South Asian	Bachelor/4-year Degree	Employed	Married	Moderate	Hindu	user_814	2019-11-30 01:07:18.790532
first_batch_536	RECOMMENDER	user_555	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	High School/GED	Employed	Living with partner	Moderate	Other	user_815	2019-11-30 01:57:55.849245
first_batch_537	RECOMMENDER	user_816	Agree	Neither agree nor disagree	55 - 74	Female	Caucasian	High School/GED	Retired	Divorced	Moderate	Protestant	user_595	2019-11-30 02:57:46.835287
first_batch_538	RECOMMENDER	user_816	Agree	Neither agree nor disagree	55 - 74	Female	Caucasian	High School/GED	Retired	Divorced	Moderate	Protestant	user_817	2019-11-30 03:46:28.130371
first_batch_540	RECOMMENDER	user_818	Strongly agree	Strongly agree	18 - 24	Female	Caucasian	Bachelor/4-year Degree	University Student	Never been married	Liberal	Other	user_819	2019-11-30 06:06:17.288299
first_batch_541	RECOMMENDER	user_820	Agree	Agree	18 - 24	Female	Caucasian	High School/GED	University Student	Never been married	Moderate	Roman Catholic	user_821	2019-11-30 06:12:44.628925
first_batch_542	RECOMMENDER	user_822	Agree	Agree	25 - 34	Female	Caucasian	Associate Degree	University Student	Never been married	Moderate	Buddhist	user_823	2019-11-30 06:15:29.268120
first_batch_543	RECOMMENDER	user_717	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Master	Employed	Married	Moderate	Jewish	user_820	2019-11-30 06:28:30.528187
first_batch_544	RECOMMENDER	user_149	Strongly agree	Strongly agree	25 - 34	Male	South Asian	Master	Employed	Married	Moderate	Hindu	user_824	2019-11-30 06:44:29.754648
first_batch_545	RECOMMENDER	user_401	Strongly agree	Strongly agree	25 - 34	Female	Other	High School/GED	Employed	Never been married	Moderate	Other	user_825	2019-11-30 07:03:26.717006
first_batch_546	RECOMMENDER	user_826	Agree	Strongly agree	25 - 34	Male	Hispanic/Latino	Bachelor/4-year Degree	Employed	Married	Moderate	Roman Catholic	user_827	2019-11-30 07:11:54.194374
first_batch_547	RECOMMENDER	user_828	Agree	Strongly agree	45 - 54	Male	African	Vocational Training	Employed	Never been married	Moderate	Protestant	user_77	2019-11-30 07:33:21.397455
first_batch_549	RECOMMENDER	user_829	Strongly agree	Strongly agree	25 - 34	Female	Hispanic/Latino	Bachelor/4-year Degree	Employed	Married	Moderate	Mormon	user_221	2019-11-30 07:43:16.959289
first_batch_551	RECOMMENDER	user_36	Strongly agree	Strongly agree	35 - 44	Male	Hispanic/Latino	High School/GED	Employed	Married	Conservative	Roman Catholic	user_830	2019-11-30 07:57:37.587743
first_batch_552	RECOMMENDER	user_831	Strongly agree	Strongly agree	25 - 34	Female	African	Vocational Training	Employed	Married	Moderate	Other	user_832	2019-11-30 08:14:06.882280
first_batch_553	RECOMMENDER	user_833	Strongly agree	Strongly agree	25 - 34	Male	African	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_834	2019-11-30 08:29:52.536871
first_batch_554	RECOMMENDER	user_8	Agree	Agree	35 - 44	Male	Caucasian	Vocational Training	Employed	Never been married	Liberal	Atheist	user_835	2019-11-30 08:48:50.924692
first_batch_555	RECOMMENDER	user_836	Agree	Agree	25 - 34	Female	South Asian	Associate Degree	Employed	Married	Conservative	Muslim	user_837	2019-11-30 09:00:16.206624
first_batch_556	RECOMMENDER	user_838	Agree	Agree	35 - 44	Male	Caucasian	High School/GED	Employed	Never been married	Conservative	Other	user_839	2019-11-30 09:01:48.865044
first_batch_557	RECOMMENDER	user_840	Agree	Agree	25 - 34	Male	Caucasian	High School/GED	Employed	Never been married	Moderate	Roman Catholic	user_841	2019-11-30 09:07:41.675236
first_batch_558	RECOMMENDER	user_804	Strongly agree	Strongly agree	35 - 44	Female	Hispanic/Latino	High School/GED	Homemaker	Living with partner	Liberal	Other	user_842	2019-11-30 09:38:22.911016
first_batch_559	RECOMMENDER	user_756	Agree	Agree	25 - 34	Male	Caucasian	Master	Employed	Never been married	Liberal	Atheist	user_31	2019-11-30 09:54:54.336332
first_batch_560	RECOMMENDER	user_364	Agree	Agree	55 - 74	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_304	2019-11-30 10:33:46.645048
first_batch_561	RECOMMENDER	user_8	Disagree	Disagree	35 - 44	Male	Caucasian	Vocational Training	Employed	Never been married	Liberal	Atheist	user_31	2019-11-30 10:42:56.488908
first_batch_562	RECOMMENDER	user_695	Agree	Agree	45 - 54	Male	Caucasian	Vocational Training	Employed	Separated	Moderate	Other	user_331	2019-11-30 10:51:22.651373
first_batch_563	RECOMMENDER	user_805	Agree	Agree	35 - 44	Male	African	Associate Degree	Employed	Living with partner	Conservative	Buddhist	user_843	2019-11-30 11:00:00.841775
first_batch_564	RECOMMENDER	user_833	Strongly agree	Strongly agree	25 - 34	Male	Other	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_844	2019-11-30 11:00:08.653649
first_batch_565	RECOMMENDER	user_845	Strongly agree	Strongly agree	25 - 34	Male	Hispanic/Latino	No Degree	Employed	Never been married	Liberal	Atheist	user_846	2019-11-30 11:09:38.552876
first_batch_566	RECOMMENDER	user_847	Disagree	Disagree	55 - 74	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_77	2019-11-30 11:11:10.288531
first_batch_567	RECOMMENDER	user_8	Agree	Agree	35 - 44	Male	Caucasian	Vocational Training	Employed	Never been married	Liberal	Atheist	user_848	2019-11-30 11:12:17.735810
first_batch_568	RECOMMENDER	user_849	Agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Roman Catholic	user_850	2019-11-30 11:18:20.942069
first_batch_569	RECOMMENDER	user_386	Strongly agree	Agree	25 - 34	Male	Caucasian	Associate Degree	Employed	Married	Conservative	Roman Catholic	user_851	2019-11-30 11:25:15.206406
first_batch_570	RECOMMENDER	user_852	Neither agree nor disagree	Neither agree nor disagree	35 - 44	Male	Caucasian	Master	Employed	Married	Moderate	Protestant	user_853	2019-11-30 11:25:55.605603
first_batch_571	RECOMMENDER	user_854	Agree	Agree	55 - 74	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_855	2019-11-30 11:26:32.362147
first_batch_572	RECOMMENDER	user_856	Neither agree nor disagree	Disagree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	University Student	Never been married	Liberal	Other	user_15	2019-11-30 11:34:59.395266
first_batch_574	RECOMMENDER	user_857	Agree	Agree	18 - 24	Female	Caucasian	High School/GED	University Student	Never been married	Moderate	Other	user_858	2019-11-30 12:29:53.170260
first_batch_575	RECOMMENDER	user_859	Agree	Agree	18 - 24	Male	Caucasian	"Professional Postgraduate Degree (Medical, Law, etc)"	University Student	Never been married	Moderate	Other	user_860	2019-11-30 12:40:37.743495
first_batch_576	RECOMMENDER	user_861	Strongly agree	Strongly agree	25 - 34	Female	African	High School/GED	Employed	Never been married	Moderate	Protestant	user_804	2019-11-30 12:50:35.068516
first_batch_577	RECOMMENDER	user_862	Agree	Agree	18 - 24	Female	Caucasian	High School/GED	University Student	Never been married	Moderate	Roman Catholic	user_863	2019-11-30 12:54:29.754077
first_batch_578	RECOMMENDER	user_864	Strongly agree	Agree	25 - 34	Male	African	High School/GED	University Student	Never been married	Conservative	Other	user_26	2019-11-30 12:54:47.632373
first_batch_579	RECOMMENDER	user_865	Agree	Agree	35 - 44	Male	Caucasian	Master	Employed	Married	Conservative	Protestant	user_866	2019-11-30 12:56:59.581230
first_batch_580	RECOMMENDER	user_867	Agree	Agree	55 - 74	Female	Caucasian	Bachelor/4-year Degree	Retired	Married	Conservative	Protestant	user_868	2019-11-30 13:02:17.954417
first_batch_581	RECOMMENDER	user_869	Strongly agree	Strongly agree	25 - 34	Female	African	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_78	2019-11-30 13:02:38.137158
first_batch_582	RECOMMENDER	user_870	Agree	Agree	25 - 34	Male	Caucasian	High School/GED	Employed	Never been married	Moderate	Protestant	user_871	2019-11-30 13:26:43.995974
first_batch_583	RECOMMENDER	user_203	Agree	Agree	18 - 24	Female	Caucasian	Bachelor/4-year Degree	University Student	Never been married	Liberal	Roman Catholic	user_872	2019-11-30 13:39:10.182231
first_batch_584	RECOMMENDER	user_873	Strongly agree	Strongly agree	25 - 34	Female	Southeast Asian	Bachelor/4-year Degree	Employed	Living with partner	Liberal	Atheist	user_874	2019-11-26 16:59:21.680126
first_batch_585	RECOMMENDER	user_875	Agree	Agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Atheist	user_876	2019-11-26 17:02:32.694427
first_batch_586	RECOMMENDER	user_877	Agree	Agree	35 - 44	Male	Caucasian	Master	Employed	Never been married	Liberal	Orthodox	user_878	2019-11-26 17:25:26.088794
first_batch_587	RECOMMENDER	user_879	Neither agree nor disagree	Agree	35 - 44	Female	Caucasian	Associate Degree	University Student	Married	Liberal	Atheist	user_880	2019-11-26 17:30:29.488085
first_batch_588	RECOMMENDER	user_671	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Roman Catholic	user_881	2019-11-26 17:55:13.566354
first_batch_589	RECOMMENDER	user_164	Strongly agree	Agree	25 - 34	Male	East Asian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Buddhist	user_882	2019-11-26 17:59:14.393278
first_batch_590	RECOMMENDER	user_883	Agree	Agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Protestant	user_884	2019-11-26 18:10:17.765518
first_batch_591	RECOMMENDER	user_885	Agree	Agree	25 - 34	Female	Caucasian	High School/GED	Employed	Never been married	Moderate	Roman Catholic	user_886	2019-11-26 18:23:01.596620
first_batch_592	RECOMMENDER	user_780	Strongly agree	Strongly agree	18 - 24	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Other	user_887	2019-11-26 18:27:24.777957
first_batch_593	RECOMMENDER	user_888	Agree	Agree	25 - 34	Male	Caucasian	Master	Homemaker	Divorced	Moderate	Roman Catholic	user_889	2019-11-26 18:30:04.226924
first_batch_594	RECOMMENDER	user_85	Agree	Agree	35 - 44	Female	Southeast Asian	Bachelor/4-year Degree	Employed	Married	Moderate	Hindu	user_890	2019-11-26 19:11:35.721540
first_batch_595	RECOMMENDER	user_891	Agree	Agree	45 - 54	Female	Caucasian	Bachelor/4-year Degree	Employed	Separated	Moderate	Roman Catholic	user_892	2019-11-26 19:12:37.521801
first_batch_596	RECOMMENDER	user_745	Agree	Agree	18 - 24	Male	Caucasian	High School/GED	University Student	Never been married	Conservative	Protestant	user_548	2019-11-26 19:30:51.133870
first_batch_597	RECOMMENDER	user_893	Agree	Agree	35 - 44	Female	Caucasian	No Degree	Homemaker	Married	Liberal	Atheist	user_894	2019-11-26 19:38:35.995170
first_batch_598	RECOMMENDER	user_881	Agree	Agree	25 - 34	Male	Caucasian	Associate Degree	Employed	Married	Liberal	Roman Catholic	user_895	2019-11-26 19:57:43.509515
first_batch_599	RECOMMENDER	user_896	Strongly agree	Strongly agree	18 - 24	Male	Caucasian	Bachelor/4-year Degree	University Student	Never been married	Moderate	Roman Catholic	user_897	2019-11-26 20:11:06.749935
first_batch_600	RECOMMENDER	user_135	Strongly agree	Strongly agree	18 - 24	Male	Caucasian	High School/GED	Employed	Never been married	Liberal	Protestant	user_898	2019-11-26 20:16:00.222391
first_batch_601	RECOMMENDER	user_899	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Associate Degree	Homemaker	Married	Liberal	Atheist	user_900	2019-11-28 20:38:37.619597
first_batch_602	RECOMMENDER	user_901	Agree	Agree	35 - 44	Female	Caucasian	Master	Employed	Never been married	Liberal	Atheist	user_902	2019-11-28 20:51:15.490427
first_batch_604	RECOMMENDER	user_903	Agree	Strongly agree	25 - 34	Male	Caucasian	Master	Employed	Married	Conservative	Mormon	user_904	2019-11-28 20:52:20.990575
first_batch_605	RECOMMENDER	user_905	Agree	Agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_906	2019-11-28 20:58:19.079334
first_batch_607	RECOMMENDER	user_745	Agree	Agree	18 - 24	Male	Caucasian	High School/GED	University Student	Never been married	Conservative	Protestant	user_907	2019-11-28 21:26:23.517062
first_batch_608	RECOMMENDER	user_908	Agree	Agree	35 - 44	Male	Caucasian	Vocational Training	Employed	Married	Conservative	Other	user_909	2019-11-28 21:28:30.287032
first_batch_613	RECOMMENDER	user_910	Strongly agree	Strongly agree	18 - 24	Female	African	Bachelor/4-year Degree	Employed	Living with partner	Liberal	Other	user_911	2019-11-27 18:26:09.359072
first_batch_614	RECOMMENDER	user_912	Strongly agree	Strongly agree	18 - 24	Female	Native American/American Indian/Alaskan Native	Bachelor/4-year Degree	Employed	Never been married	Liberal	Atheist	user_784	2019-11-27 18:34:02.032021
first_batch_615	RECOMMENDER	user_913	Agree	Agree	25 - 34	Male	Hispanic/Latino	Bachelor/4-year Degree	Employed	Living with partner	Moderate	Roman Catholic	user_914	2019-11-27 18:38:43.817453
first_batch_616	RECOMMENDER	user_915	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	Vocational Training	Employed	Married	Conservative	Protestant	user_902	2019-11-27 18:39:24.342902
first_batch_617	RECOMMENDER	user_916	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Protestant	user_917	2019-11-27 19:08:06.624095
first_batch_618	RECOMMENDER	user_918	Agree	Agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_919	2019-11-27 19:09:56.722185
first_batch_619	RECOMMENDER	user_920	Agree	Agree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Divorced	Liberal	Protestant	user_918	2019-11-27 19:40:19.319689
first_batch_620	RECOMMENDER	user_921	Agree	Agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Protestant	user_922	2019-11-27 20:24:04.208077
first_batch_621	RECOMMENDER	user_745	Agree	Agree	18 - 24	Male	Caucasian	High School/GED	University Student	Never been married	Conservative	Protestant	user_923	2019-11-27 20:25:16.668156
first_batch_622	RECOMMENDER	user_924	Strongly agree	Strongly agree	18 - 24	Female	Caucasian	High School/GED	University Student	Never been married	Moderate	Jewish	user_925	2019-11-27 20:27:21.903560
first_batch_623	RECOMMENDER	user_926	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	Master	Employed	Married	Moderate	Orthodox	user_927	2019-11-27 20:45:10.667200
first_batch_624	RECOMMENDER	user_928	Agree	Agree	25 - 34	Female	Caucasian	High School/GED	University Student	Never been married	Liberal	Atheist	user_929	2019-11-27 21:00:35.683549
first_batch_625	RECOMMENDER	user_930	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	Associate Degree	University Student	Married	Moderate	Protestant	user_671	2019-11-27 21:06:07.691407
first_batch_626	RECOMMENDER	user_931	Agree	Agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Atheist	user_932	2019-11-27 21:43:54.569502
first_batch_627	RECOMMENDER	user_933	Strongly agree	Strongly agree	18 - 24	Male	Caucasian	High School/GED	University Student	Never been married	Moderate	Mormon	user_422	2019-11-27 22:45:06.518837
first_batch_628	RECOMMENDER	user_934	Strongly agree	Strongly agree	18 - 24	Female	Southeast Asian	High School/GED	Employed	Never been married	Moderate	Atheist	user_51	2019-11-28 00:47:26.331293
first_batch_629	RECOMMENDER	user_935	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Divorced	Liberal	Other	user_203	2019-11-28 00:51:53.556255
first_batch_630	RECOMMENDER	user_936	Strongly agree	Strongly agree	18 - 24	Female	Caucasian	High School/GED	Employed	Living with partner	Moderate	Protestant	user_937	2019-12-01 17:12:32.146855
first_batch_631	RECOMMENDER	user_871	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	High School/GED	Employed	Never been married	Moderate	Other	user_938	2019-12-01 17:29:01.344048
first_batch_632	RECOMMENDER	user_78	Strongly agree	Strongly agree	45 - 54	Female	Caucasian	Master	Employed	Married	Conservative	Protestant	user_36	2019-12-01 17:34:54.174206
first_batch_633	RECOMMENDER	user_78	Strongly agree	Strongly agree	45 - 54	Female	Caucasian	Master	Employed	Married	Conservative	Protestant	user_939	2019-12-01 17:47:49.922898
first_batch_634	RECOMMENDER	user_940	Strongly agree	Strongly agree	35 - 44	Female	Hispanic/Latino	Master	Employed	Never been married	Liberal	Atheist	user_941	2019-12-01 17:48:02.642695
first_batch_635	RECOMMENDER	user_49	Agree	Agree	45 - 54	Male	South Asian	Bachelor/4-year Degree	Employed	Living with partner	Moderate	Atheist	user_942	2019-12-01 17:59:03.034822
first_batch_636	RECOMMENDER	user_78	Strongly agree	Strongly agree	45 - 54	Female	Caucasian	Master	Employed	Married	Conservative	Protestant	user_943	2019-12-01 18:02:35.880312
first_batch_637	RECOMMENDER	user_944	Agree	Agree	25 - 34	Female	African	"Professional Postgraduate Degree (Medical, Law, etc)"	Employed	Never been married	Liberal	Protestant	user_945	2019-12-01 18:24:37.695261
first_batch_638	RECOMMENDER	user_78	Strongly agree	Strongly agree	45 - 54	Female	Caucasian	Master	Employed	Married	Conservative	Protestant	user_946	2019-12-01 18:26:10.748157
first_batch_639	RECOMMENDER	user_947	Strongly agree	Strongly agree	25 - 34	Female	African	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_948	2019-12-01 18:26:31.074737
first_batch_640	RECOMMENDER	user_949	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	High School/GED	Employed	Never been married	Liberal	Other	user_78	2019-12-01 18:49:02.713841
first_batch_641	RECOMMENDER	user_950	Agree	Agree	35 - 44	Female	Caucasian	High School/GED	Employed	Living with partner	Conservative	Protestant	user_951	2019-12-01 19:10:40.566806
first_batch_642	RECOMMENDER	user_952	Agree	Agree	35 - 44	Female	Caucasian	Associate Degree	Employed	Married	Conservative	Protestant	user_953	2019-12-01 20:05:35.322136
first_batch_643	RECOMMENDER	user_76	Strongly agree	Strongly agree	35 - 44	Female	Hispanic/Latino	Associate Degree	Employed	Divorced	Moderate	Roman Catholic	user_954	2019-12-01 20:45:13.876671
first_batch_644	RECOMMENDER	user_955	Agree	Strongly agree	18 - 24	Male	Hispanic/Latino	High School/GED	Employed	Living with partner	Moderate	Atheist	user_956	2019-12-01 20:50:33.855841
first_batch_645	RECOMMENDER	user_957	Agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Jewish	user_920	2019-12-01 21:02:32.468117
first_batch_646	RECOMMENDER	user_958	Agree	Agree	35 - 44	Male	Caucasian	High School/GED	Employed	Never been married	Moderate	Protestant	user_959	2019-12-01 21:12:15.941698
first_batch_647	RECOMMENDER	user_960	Agree	Agree	25 - 34	Female	Caucasian	High School/GED	Employed	Never been married	Liberal	Atheist	user_856	2019-11-29 08:56:19.757293
first_batch_649	RECOMMENDER	user_961	Agree	Strongly agree	18 - 24	Male	African	Bachelor/4-year Degree	University Student	Never been married	Conservative	Protestant	user_962	2019-11-29 09:22:02.906539
first_batch_653	RECOMMENDER	user_304	Agree	Strongly agree	55 - 74	Female	Caucasian	Associate Degree	Employed	Married	Conservative	Roman Catholic	user_548	2019-11-29 09:41:31.143630
first_batch_654	RECOMMENDER	user_4	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	High School/GED	Employed	Married	Conservative	Atheist	user_503	2019-11-29 09:55:12.880977
first_batch_655	RECOMMENDER	user_963	Strongly agree	Strongly agree	35 - 44	Male	Other	Master	Employed	Married	Moderate	Atheist	user_0	2019-11-29 10:03:16.521917
first_batch_657	RECOMMENDER	user_964	Strongly agree	Strongly agree	45 - 54	Male	Hispanic/Latino	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_665	2019-11-29 10:23:04.813893
first_batch_658	RECOMMENDER	user_1	Disagree	Neither agree nor disagree	35 - 44	Female	Caucasian	Associate Degree	Employed	Never been married	Moderate	Other	user_965	2019-11-29 10:28:22.948532
first_batch_661	RECOMMENDER	user_137	Agree	Agree	35 - 44	Male	Caucasian	Master	Employed	Married	Moderate	Atheist	user_780	2019-12-01 12:31:25.487744
first_batch_662	RECOMMENDER	user_966	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Buddhist	user_967	2019-12-01 12:44:31.245355
first_batch_663	RECOMMENDER	user_968	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Atheist	user_77	2019-12-01 12:45:20.751064
first_batch_664	RECOMMENDER	user_404	Strongly agree	Strongly agree	55 - 74	Male	Caucasian	High School/GED	Employed	Divorced	Conservative	Protestant	user_203	2019-12-01 12:48:36.385248
first_batch_665	RECOMMENDER	user_49	Agree	Agree	45 - 54	Male	South Asian	Bachelor/4-year Degree	Employed	Living with partner	Moderate	Atheist	user_675	2019-12-01 12:52:26.075648
first_batch_666	RECOMMENDER	user_969	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Moderate	Atheist	user_970	2019-12-01 12:57:58.498963
first_batch_667	RECOMMENDER	user_971	Agree	Agree	45 - 54	Male	Caucasian	Associate Degree	Employed	Married	Conservative	Protestant	user_972	2019-12-01 12:59:30.055907
first_batch_668	RECOMMENDER	user_364	Agree	Agree	55 - 74	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_973	2019-12-01 13:07:48.501960
first_batch_669	RECOMMENDER	user_974	Strongly agree	Strongly agree	55 - 74	Female	African	Vocational Training	Retired	Married	Conservative	Protestant	user_975	2019-12-01 13:10:25.650219
first_batch_670	RECOMMENDER	user_976	Agree	Agree	55 - 74	Female	Caucasian	High School/GED	Employed	Divorced	Conservative	Protestant	user_439	2019-12-01 13:13:35.131670
first_batch_671	RECOMMENDER	user_755	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	Associate Degree	Unable to Work	Separated	Moderate	Mormon	user_977	2019-12-01 13:15:23.915291
first_batch_672	RECOMMENDER	user_78	Strongly agree	Strongly agree	45 - 54	Female	Caucasian	Master	Employed	Married	Conservative	Protestant	user_978	2019-12-01 13:28:52.441656
first_batch_673	RECOMMENDER	user_979	Agree	Agree	25 - 34	Female	East Asian	Associate Degree	Homemaker	Married	Moderate	Protestant	user_980	2019-12-01 13:33:14.550868
first_batch_674	RECOMMENDER	user_981	Strongly agree	Strongly agree	25 - 34	Male	Hispanic/Latino	Associate Degree	Employed	Living with partner	Conservative	Protestant	user_698	2019-12-01 13:38:56.911986
first_batch_675	RECOMMENDER	user_982	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	High School/GED	Homemaker	Married	Moderate	Protestant	user_983	2019-12-01 13:40:18.537563
first_batch_676	RECOMMENDER	user_164	Strongly agree	Strongly agree	25 - 34	Male	East Asian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Buddhist	user_984	2019-12-01 13:41:05.213734
first_batch_677	RECOMMENDER	user_985	Neither agree nor disagree	Neither agree nor disagree	25 - 34	Male	Caucasian	High School/GED	Employed	Living with partner	Conservative	Other	user_986	2019-12-01 14:37:17.824203
first_batch_678	RECOMMENDER	user_987	Agree	Agree	35 - 44	Female	Caucasian	High School/GED	Employed	Married	Moderate	Atheist	user_257	2019-12-01 14:56:39.171641
first_batch_679	RECOMMENDER	user_988	Agree	Agree	55 - 74	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Protestant	user_989	2019-12-01 14:59:47.105416
first_batch_680	RECOMMENDER	user_386	Agree	Agree	25 - 34	Male	Caucasian	Associate Degree	Employed	Married	Conservative	Roman Catholic	user_990	2019-12-01 15:04:09.763745
first_batch_681	RECOMMENDER	user_991	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_992	2019-12-01 15:04:29.202385
first_batch_682	RECOMMENDER	user_993	Agree	Agree	18 - 24	Female	African	High School/GED	University Student	Never been married	Liberal	Other	user_317	2019-12-01 15:20:57.909346
first_batch_683	RECOMMENDER	user_994	Strongly agree	Strongly agree	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Moderate	Protestant	user_995	2019-12-01 15:38:36.942529
first_batch_684	RECOMMENDER	user_996	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	High School/GED	Homemaker	Married	Moderate	Protestant	user_997	2019-12-01 15:43:29.735121
first_batch_685	RECOMMENDER	user_76	Strongly agree	Strongly agree	35 - 44	Female	Hispanic/Latino	Associate Degree	Employed	Divorced	Moderate	Roman Catholic	user_998	2019-12-01 15:54:02.125908
first_batch_686	RECOMMENDER	user_999	Strongly agree	Strongly agree	25 - 34	Male	Hispanic/Latino	Bachelor/4-year Degree	Employed	Never been married	Moderate	Roman Catholic	user_1000	2019-12-01 16:05:00.553154
first_batch_687	RECOMMENDER	user_1001	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Other	user_1002	2019-12-01 16:12:07.095514
first_batch_688	RECOMMENDER	user_1003	Agree	Agree	45 - 54	Male	East Asian	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_641	2019-12-04 23:06:48.123235
first_batch_690	RECOMMENDER	user_304	Strongly agree	Strongly agree	55 - 74	Female	Caucasian	Associate Degree	Employed	Married	Conservative	Roman Catholic	user_1004	2019-12-05 06:08:21.200870
first_batch_691	RECOMMENDER	user_1005	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_1006	2019-12-05 07:13:56.645980
first_batch_692	RECOMMENDER	user_1007	Strongly agree	Strongly agree	18 - 24	Male	South Asian	Bachelor/4-year Degree	University Student	Never been married	Moderate	Other	user_373	2019-12-05 07:14:06.892057
