seeker_survey_id	role	seeker_id	case	reason	age_group	gender	race	degree	job	marital_status	political_view	religion	recommender_id	date
first_batch_584	SEEKER	user_77	accept_rating_good	Sylvester Stalonne does a very good job in this movie. The plot seems to be very good.	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Orthodox	user_828	2019-11-30 07:36:53.048712
first_batch_587	SEEKER	user_221	accept_rating_good	I love Captain Marvel	55 - 74	Female	Caucasian	Professional Postgraduate Degree (Medical, Law, etc)	Retired	Married	Moderate	Protestant	user_829	2019-11-30 07:56:21.252402
first_batch_589	SEEKER	user_830	accept_rating_good	Mostly I really enjoy sci fi movies so the movie seems like it will be my kind of movie. 	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Retired	Married	Liberal	Other	user_36	2019-11-30 08:01:19.857167
first_batch_590	SEEKER	user_832	accept_rating_good	It seems to be full of action and adventure, as well as suspense. I like that the movie is from the 80's, it has a nice classic feel to it. Also, BRUCE WILLIS! 	25 - 34	Female	Caucasian	Vocational Training	Employed	Never been married	Moderate	Other	user_831	2019-11-30 08:17:27.913204
first_batch_592	SEEKER	user_834	accept_uninterested	It sounded like the type of movie that I really wanted to see!	45 - 54	Male	Caucasian	High School/GED	Employed	Married	Moderate	Protestant	user_833	2019-11-30 08:31:10.863632
first_batch_593	SEEKER	user_835	accept_others	I like watching movie trailers	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Protestant	user_8	2019-11-30 08:50:32.504970
first_batch_594	SEEKER	user_837	accept_rating_good	That it is something that I can watch if kids are around.	45 - 54	Female	Caucasian	Vocational Training	Employed	Married	Moderate	Protestant	user_836	2019-11-30 09:04:06.010587
first_batch_595	SEEKER	user_839	accept_rating_good	I've seen the original, and they recommended the remake!	25 - 34	Male	Caucasian	on	Employed	Never been married	Moderate	Other	user_838	2019-11-30 09:04:44.577870
first_batch_597	SEEKER	user_841	accept_rating_good	I like the mystery surrounding it and the plot looks good. 	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Other	user_840	2019-11-30 09:14:12.716356
first_batch_600	SEEKER	user_842	accept_rating_good	It is family based.	12 or younger	Female	Hispanic/Latino	on	Employed	Married	Moderate	Protestant	user_804	2019-11-30 09:42:17.939182
first_batch_601	SEEKER	user_31	accept_rating_good	I love psychological thrillers	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_756	2019-11-30 09:59:44.707912
first_batch_602	SEEKER	user_304	accept_rating_good	this is the kind of movie that I like to watch. It has the action and crime scenes I enjoy seeing.	55 - 74	Female	Caucasian	Associate Degree	Employed	Married	Conservative	Roman Catholic	user_364	2019-11-30 10:37:59.659988
first_batch_603	SEEKER	user_31	accept_uninterested	I have never heard of the film	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_8	2019-11-30 10:46:36.355944
first_batch_604	SEEKER	user_331	accept_others	I love a good thriller and especially a psychological one and this seems to have all of that.	35 - 44	Female	Caucasian	Vocational Training	Employed	Married	Conservative	Protestant	user_695	2019-11-30 10:53:21.849181
first_batch_606	SEEKER	user_843	accept_rating_good	i love these movies. 	35 - 44	Male	Other	Associate Degree	Employed	Living with partner	Liberal	Atheist	user_805	2019-11-30 11:06:18.272906
first_batch_605	SEEKER	user_844	accept_rating_good	It is similar to movies I have watched in the past and has the same cast members.	18 - 24	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Roman Catholic	user_833	2019-11-30 11:05:41.821780
first_batch_607	SEEKER	user_846	accept_others	I liked it!	18 - 24	Female	Hispanic/Latino	High School/GED	University Student	Never been married	Moderate	Other	user_845	2019-11-30 11:11:23.227231
first_batch_608	SEEKER	user_77	accept_rating_good	I have seen previous movies of the series and I liked all of them.	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Orthodox	user_847	2019-11-30 11:14:48.462283
first_batch_609	SEEKER	user_848	accept_rating_good	I like thrillers.	25 - 34	Female	Caucasian	High School/GED	Employed	Living with partner	Liberal	Atheist	user_8	2019-11-30 11:16:54.588411
first_batch_610	SEEKER	user_850	accept_others	To watch new things	18 - 24	Female	Hispanic/Latino	High School/GED	University Student	Never been married	Liberal	Roman Catholic	user_849	2019-11-30 11:21:33.159786
first_batch_612	SEEKER	user_851	accept_rating_good	I was attracted to accept the recommended video because Bob Thornton is one of my favorite actors.	35 - 44	Female	African	High School/GED	Employed	Never been married	Conservative	Protestant	user_386	2019-11-30 11:30:42.753671
first_batch_613	SEEKER	user_853	accept_rating_mod	I havent seen it yet and its been on my list anyway	25 - 34	Female	African	High School/GED	Unable to Work	Never been married	Liberal	Other	user_852	2019-11-30 11:31:34.766596
first_batch_611	SEEKER	user_855	accept_others	I like the fact that one of the main actors is the one off of Jurassic Park. Also I like how they give you just enough information, but not a lot of information at the same time. Just for my curiousity, I want to watch it. 	25 - 34	Female	Caucasian	High School/GED	Homemaker	Divorced	Conservative	Atheist	user_854	2019-11-30 11:30:12.631834
first_batch_615	SEEKER	user_15	accept_uninterested	the fact that is a drama and cmedy at the same time 	25 - 34	Male	Hispanic/Latino	Bachelor/4-year Degree	Employed	on	Liberal	Atheist	user_856	2019-11-30 11:39:50.075901
first_batch_616	SEEKER	user_858	accept_others	The results of my chat with the recommender.	45 - 54	Female	Caucasian	Associate Degree	Homemaker	Widowed	Moderate	Other	user_857	2019-11-30 12:38:25.921615
first_batch_617	SEEKER	user_860	accept_rating_mod	The storyline that he/she sent to me sounded very interesting and relatable.	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Roman Catholic	user_859	2019-11-30 12:46:05.387849
first_batch_619	SEEKER	user_804	accept_rating_good	Jennifer Lopez is consistently good in the movies she puts out and it is a genre I enjoy watching.	35 - 44	Female	Hispanic/Latino	High School/GED	Homemaker	Living with partner	Liberal	Other	user_861	2019-11-30 12:56:58.412000
first_batch_623	SEEKER	user_863	accept_rating_mod	i like horror movies and this movie is horror	25 - 34	Female	Southeast Asian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Other	user_862	2019-11-30 13:11:29.842637
first_batch_618	SEEKER	user_26	accept_others	A PLAYBACK ERROR!?	18 - 24	Male	Caucasian	Bachelor/4-year Degree	University Student	Never been married	Liberal	Other	user_864	2019-11-30 12:56:10.873016
first_batch_620	SEEKER	user_866	accept_others	Good reminder	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Other	user_865	2019-11-30 13:00:33.432947
first_batch_621	SEEKER	user_868	accept_uninterested	ive seen the first one already	25 - 34	Female	Caucasian	on	Employed	Never been married	Liberal	Roman Catholic	user_867	2019-11-30 13:05:41.595325
first_batch_622	SEEKER	user_78	accept_rating_good	It is full of action and excitement and has Schwarzenegger in it	45 - 54	Female	Caucasian	on	Employed	Married	Conservative	Protestant	user_869	2019-11-30 13:06:06.786479
first_batch_624	SEEKER	user_871	accept_uninterested	The Plot	25 - 34	Male	Caucasian	High School/GED	Employed	Never been married	Moderate	Other	user_870	2019-11-30 13:29:36.182165
first_batch_625	SEEKER	user_872	accept_rating_good	I like dark comedies and the cast of the recommendations. 	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Atheist	user_203	2019-11-30 13:45:26.914779
first_batch_626	SEEKER	user_874	accept_uninterested	It seemed like a good fit	25 - 34	Male	African	Bachelor/4-year Degree	Employed	Never been married	Conservative	Atheist	user_873	2019-11-26 17:00:06.454334
first_batch_627	SEEKER	user_876	accept_others	The video did not work. An error occured (Playback ID: vArACQ6nmn_QNe9g	18 - 24	Male	Caucasian	Associate Degree	Employed	Never been married	Conservative	Other	user_875	2019-11-26 17:03:49.715898
first_batch_628	SEEKER	user_878	accept_others	It was a movie I haven't seen before, and I've heard good things.	25 - 34	Female	Hispanic/Latino	High School/GED	Homemaker	Married	Moderate	Other	user_877	2019-11-26 17:28:45.511811
first_batch_629	SEEKER	user_880	accept_uninterested	it is good and thrilling	35 - 44	Male	Caucasian	Professional Postgraduate Degree (Medical, Law, etc)	Employed	Married	Moderate	Roman Catholic	user_879	2019-11-26 17:31:51.326162
first_batch_631	SEEKER	user_881	accept_rating_good	It is a great film by a great director.	25 - 34	Male	Caucasian	Associate Degree	Employed	Married	Liberal	Protestant	user_671	2019-11-26 18:00:22.859020
first_batch_630	SEEKER	user_882	accept_others	I think it's just ok.	25 - 34	Female	Southeast Asian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_164	2019-11-26 17:59:47.349356
first_batch_632	SEEKER	user_884	accept_others	nice	25 - 34	Male	Southeast Asian	Bachelor/4-year Degree	Employed	Married	Moderate	Hindu	user_883	2019-11-26 18:13:02.432367
first_batch_634	SEEKER	user_886	accept_rating_good	I enjoy drama, action, and suspense; this movie apparently has them all in spades.	25 - 34	Male	African	Associate Degree	Employed	Never been married	Liberal	Atheist	user_885	2019-11-26 18:29:18.599435
first_batch_635	SEEKER	user_887	accept_rating_good	It's an awarded film. I like the actor and the premise of the film.	25 - 34	Male	Caucasian	High School/GED	Employed	Never been married	Liberal	Atheist	user_780	2019-11-26 18:32:41.378757
first_batch_636	SEEKER	user_889	accept_rating_good	I enjoy movies that have a touch of sci-fi. I also like movies that show what humans would do if the end of the world were coming. Movies about space always intrigue me.	25 - 34	Female	Caucasian	High School/GED	Homemaker	Living with partner	Moderate	Protestant	user_888	2019-11-26 18:35:54.485035
first_batch_638	SEEKER	user_890	accept_rating_good	He said it would be a good family friendly trailer that my niece and I would like. He also said it won awards.	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Atheist	user_85	2019-11-26 19:16:33.600082
first_batch_637	SEEKER	user_892	accept_others	I have seen most o fthe other films in the series and I look forward to seeing how the story continues.	25 - 34	Female	Caucasian	High School/GED	Employed	Never been married	Liberal	Other	user_891	2019-11-26 19:14:40.417392
first_batch_639	SEEKER	user_548	accept_rating_good	Its a Tom Hanks movie that I was looking forward to seeing. 	55 - 74	Female	Caucasian	Bachelor/4-year Degree	Retired	Married	Conservative	Protestant	user_745	2019-11-26 19:36:57.054210
first_batch_640	SEEKER	user_894	accept_others	We were talking about movies that I like and I mentioned horror movies, I think this one is a good fit. 	25 - 34	Female	Caucasian	Vocational Training	Employed	Married	Moderate	Other	user_893	2019-11-26 19:40:39.513371
first_batch_641	SEEKER	user_895	accept_rating_mod	It is a Romantic Comedy and fits the profileof a movie I'm looking for. 	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Unable to Work	Never been married	Liberal	Jewish	user_881	2019-11-26 20:05:49.041163
first_batch_642	SEEKER	user_897	accept_rating_good	It looks like a funny action movie and I like the cast. 	18 - 24	Female	Caucasian	High School/GED	Employed	Living with partner	Liberal	Other	user_896	2019-11-26 20:14:40.807604
first_batch_643	SEEKER	user_898	accept_rating_good	I think it is something my kids would like and I am curious to see the new characters in the movie like the person recommended. 	45 - 54	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_135	2019-11-26 20:20:29.985865
first_batch_644	SEEKER	user_900	accept_rating_good	The recommender really connected with what I was looking for and was able to clearly articulate the recommendation. 	35 - 44	Male	Caucasian	on	Employed	Married	Liberal	Atheist	user_899	2019-11-28 20:44:45.022404
first_batch_647	SEEKER	user_902	accept_rating_mod	it was already on my Netflix watchlist	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Orthodox	user_901	2019-11-28 20:56:17.377726
first_batch_646	SEEKER	user_904	reject		25 - 34	Male	Southeast Asian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Buddhist	user_903	2019-11-28 20:53:24.694081
first_batch_648	SEEKER	user_906	accept_uninterested	The recommended took the time to learn what I liked and suggested a movie based on that.	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Roman Catholic	user_905	2019-11-28 21:00:44.613627
first_batch_652	SEEKER	user_907	accept_rating_mod	oh nice movie	25 - 34	Female	Middle Eastern	Bachelor/4-year Degree	Employed	Married	Conservative	Hindu	user_745	2019-11-28 21:34:16.271876
first_batch_650	SEEKER	user_909	accept_rating_good	Suggestion was Toy Story 4.  Reccomender stated that their child loves the Toy Story movies.	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_908	2019-11-28 21:33:20.852016
first_batch_659	SEEKER	user_911	accept_rating_good	I liked that the video had a mixture of action and comedy. Also, I liked the actors that starred in it.	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Atheist	user_910	2019-11-27 18:30:23.363910
first_batch_660	SEEKER	user_784	accept_rating_good	I love the Marvel series. 	25 - 34	Female	Caucasian	High School/GED	Employed	Married	Liberal	Protestant	user_912	2019-11-27 18:37:51.502788
first_batch_662	SEEKER	user_914	accept_uninterested	this show is very enjoyable and I could watch it forever!	35 - 44	Female	Caucasian	Associate Degree	Employed	Married	Conservative	Protestant	user_913	2019-11-27 18:40:43.312412
first_batch_663	SEEKER	user_902	accept_rating_good	seeing an old preview of a movie I like was an interesting prospect	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Orthodox	user_915	2019-11-27 18:46:43.017807
first_batch_666	SEEKER	user_917	accept_rating_good	A Quentin Tarantino movie I have not seen	35 - 44	Female	East Asian	Professional Postgraduate Degree (Medical, Law, etc)	Employed	Married	Liberal	Atheist	user_916	2019-11-27 19:13:40.666483
first_batch_665	SEEKER	user_919	accept_rating_good	It's basically the exact kind of movie I was looking for.	35 - 44	Male	Caucasian	Associate Degree	University Student	Married	Moderate	Protestant	user_918	2019-11-27 19:13:21.354953
first_batch_667	SEEKER	user_918	accept_rating_mod	Ensemble cast, thriller with comedic elements, murder mystery, and big names.	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_920	2019-11-27 19:42:46.355739
first_batch_668	SEEKER	user_922	accept_uninterested	ff6	45 - 54	Male	Caucasian	Professional Postgraduate Degree (Medical, Law, etc)	Employed	Married	Conservative	Roman Catholic	user_921	2019-11-27 20:25:50.077856
first_batch_670	SEEKER	user_923	accept_rating_good	Gives a good idea of what is going on and what it is about. Shows the main actors	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_745	2019-11-27 20:32:58.419219
first_batch_669	SEEKER	user_925	accept_rating_good	The film sounds very unique and interesting. I don't think I've ever seen anything like it. A lot of actors that I like are in the film as well.	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Roman Catholic	user_924	2019-11-27 20:31:50.238483
first_batch_671	SEEKER	user_927	accept_others	The director.	25 - 34	Male	Caucasian	High School/GED	Employed	Never been married	Conservative	Roman Catholic	user_926	2019-11-27 20:49:16.167712
first_batch_672	SEEKER	user_929	accept_rating_good	I liked it because I love action and mystery movies and this fits right into what I usually like for movies.	18 - 24	Female	Caucasian	High School/GED	University Student	Never been married	Moderate	Protestant	user_928	2019-11-27 21:06:00.508784
first_batch_673	SEEKER	user_671	accept_others	It was a rated R movie, the cast was really good, and the person thought that I might really like it. 	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Roman Catholic	user_930	2019-11-27 21:09:35.927777
first_batch_674	SEEKER	user_932	accept_uninterested	Someone recommending a movie based off my preference.	18 - 24	Male	South Asian	Bachelor/4-year Degree	University Student	Never been married	Moderate	Hindu	user_931	2019-11-27 21:47:14.091657
first_batch_675	SEEKER	user_422	accept_rating_good	I'm a big fan of Mr. Rogers and the movie sounds great. I love tom hanks	45 - 54	Female	Caucasian	on	Employed	Married	Liberal	Jewish	user_933	2019-11-27 22:47:39.068352
first_batch_676	SEEKER	user_51	accept_uninterested	It is a genre that I enjoy, that is good for my family as well, and that has a good plot.	25 - 34	Female	Caucasian	on	Employed	on	Married	Moderate	user_934	2019-11-28 00:48:56.272592
first_batch_677	SEEKER	user_203	accept_uninterested	Comedy style	18 - 24	Female	Caucasian	Bachelor/4-year Degree	University Student	Never been married	Liberal	Roman Catholic	user_935	2019-11-28 00:54:28.198958
first_batch_679	SEEKER	user_937	accept_others	I liked the actors in other things. 	35 - 44	Female	Caucasian	on	Unable to Work	Married	Liberal	Protestant	user_936	2019-12-01 17:16:02.388594
first_batch_680	SEEKER	user_938	accept_others	A really good actor recommendation 	25 - 34	Female	Hispanic/Latino	Associate Degree	Employed	Married	Moderate	Other	user_871	2019-12-01 17:33:08.245050
first_batch_682	SEEKER	user_36	accept_rating_good	it is a movie I have not seen and the recommender was very expressive on the quality of this film	35 - 44	Male	Hispanic/Latino	High School/GED	Employed	Married	Conservative	Roman Catholic	user_78	2019-12-01 17:42:39.223286
first_batch_683	SEEKER	user_939	accept_rating_good	I wanted to see the movie before the recommendation. 	25 - 34	Female	Caucasian	on	Employed	Living with partner	Liberal	Atheist	user_78	2019-12-01 17:51:52.214813
first_batch_684	SEEKER	user_941	accept_rating_good	Great action and great story that I like with great actors	18 - 24	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Protestant	user_940	2019-12-01 17:53:44.795602
first_batch_686	SEEKER	user_942	accept_rating_good	It seems like a clean, wholesome movie about a man I grew up loving.	45 - 54	Female	Hispanic/Latino	on	Employed	Married	Conservative	Roman Catholic	user_49	2019-12-01 18:05:58.606075
first_batch_685	SEEKER	user_943	accept_others	I love superhero movies and it would be cool to see more about hte villain instead	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Protestant	user_78	2019-12-01 18:04:20.542013
first_batch_687	SEEKER	user_945	accept_rating_good	It's a movie in a franchise that I enjoy, with actors who I usually like.	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_944	2019-12-01 18:30:10.031108
first_batch_688	SEEKER	user_946	accept_others	This time of year around Christmas, I love watching Christmas movies to keep me in the Christmas spirit!	25 - 34	Female	Caucasian	High School/GED	Employed	Married	Moderate	Other	user_78	2019-12-01 18:30:27.460095
first_batch_689	SEEKER	user_948	accept_rating_good	I trust the recommendations and more than likely I will not be disappointed 	45 - 54	Female	Caucasian	on	Employed	Married	Conservative	Other	user_947	2019-12-01 18:30:29.359584
first_batch_692	SEEKER	user_78	accept_rating_good	The movie is touching and down to Earth	45 - 54	Female	Caucasian	on	Employed	Married	Conservative	Protestant	user_949	2019-12-01 18:52:40.769562
first_batch_693	SEEKER	user_951	accept_rating_good	i like movies about world war ii	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Protestant	user_950	2019-12-01 19:12:40.471182
first_batch_694	SEEKER	user_953	accept_rating_good	I t sounds intiguing to me.I want to hear theresearch	55 - 74	Female	Caucasian	High School/GED	Homemaker	Married	Conservative	Protestant	user_952	2019-12-01 20:12:59.448161
first_batch_695	SEEKER	user_954	accept_rating_good	It is a comedy which is what I requested and the recommender listened to what I said and gave me a recommendation for one of my favorite actors.	18 - 24	Female	Caucasian	Associate Degree	Unable to Work	Never been married	Moderate	Roman Catholic	user_76	2019-12-01 20:50:05.957226
first_batch_696	SEEKER	user_956	accept_rating_good	It is packed full of kid friendly action, humor and a wholesome story.	25 - 34	Female	Caucasian	High School/GED	Unable to Work	Never been married	Moderate	Protestant	user_955	2019-12-01 20:54:07.109082
first_batch_697	SEEKER	user_920	accept_others	That it is holiday related and will ferrel is hilarious	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Divorced	Liberal	Content	user_957	2019-12-01 21:10:00.956422
first_batch_698	SEEKER	user_959	accept_others	I love to look at action movies and Stallone is one of my favorite actors. 	18 - 24	Male	African	Associate Degree	Employed	Never been married	Liberal	Protestant	user_958	2019-12-01 21:17:28.888863
first_batch_699	SEEKER	user_856	accept_rating_good	Midsommar	25 - 34	Female	Caucasian	Bachelor/4-year Degree	University Student	Never been married	Liberal	Other	user_960	2019-11-29 08:59:59.120125
first_batch_702	SEEKER	user_962	accept_others	I like the type of movie	25 - 34	Male	Caucasian	on	Employed	Never been married	Liberal	Atheist	user_961	2019-11-29 09:23:04.106554
first_batch_705	SEEKER	user_548	accept_rating_good	I had an interest in this movie and couldn't remember the name but I like cars and races in general and the history of this incident was of interest. 	55 - 74	Female	Caucasian	Bachelor/4-year Degree	Retired	Married	Conservative	Protestant	user_304	2019-11-29 09:48:41.841897
first_batch_706	SEEKER	user_503	accept_others	it is an action movie, i have heard the series is good 	25 - 34	Female	African	Bachelor/4-year Degree	Employed	Living with partner	Liberal	Atheist	user_4	2019-11-29 09:56:50.134832
first_batch_707	SEEKER	user_0	accept_uninterested	It sounded like something that matches my tastes	18 - 24	Female	Hispanic/Latino	Associate Degree	University Student	Never been married	Liberal	Atheist	user_963	2019-11-29 10:05:03.090009
first_batch_710	SEEKER	user_665	accept_others	I really enjoy Arnold Schwarzenegger movies	35 - 44	Female	Caucasian	High School/GED	Employed	Living with partner	Moderate	Atheist	user_964	2019-11-29 10:27:57.084167
first_batch_711	SEEKER	user_965	accept_rating_good	It is a biography	55 - 74	Female	Caucasian	Associate Degree	Employed	Married	Conservative	Protestant	user_1	2019-11-29 10:33:13.930950
first_batch_714	SEEKER	user_780	accept_others	The main cast, and genre of the movie. 	18 - 24	Male	Caucasian	Associate Degree	Employed	Never been married	Conservative	Other	user_137	2019-12-01 12:33:35.109703
first_batch_717	SEEKER	user_967	accept_rating_good	He recommended a movie by a director (Rob Zombie) that I enjoy.	35 - 44	Male	Caucasian	No Degree	Employed	Living with partner	Liberal	Other	user_966	2019-12-01 12:50:01.883694
first_batch_716	SEEKER	user_77	accept_rating_good	I like the strong cast and plot of this movie	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Orthodox	user_968	2019-12-01 12:49:53.198062
first_batch_715	SEEKER	user_203	accept_uninterested	Holiday spirit	18 - 24	Female	Caucasian	Bachelor/4-year Degree	University Student	Never been married	Liberal	Roman Catholic	user_404	2019-12-01 12:49:01.628128
first_batch_718	SEEKER	user_675	accept_rating_good	I watched Mr Rogers as a kid and I want to see the movie and share it with my kids 	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Other	user_49	2019-12-01 12:55:57.222031
first_batch_719	SEEKER	user_970	accept_others	I think it will be a funny movie. 	25 - 34	Male	African	Bachelor/4-year Degree	University Student	Never been married	Liberal	Mormon	user_969	2019-12-01 12:59:32.560926
first_batch_720	SEEKER	user_972	accept_rating_good	scary and entertaining	25 - 34	Female	African	High School/GED	Employed	Married	Conservative	Other	user_971	2019-12-01 13:09:47.940613
first_batch_721	SEEKER	user_973	accept_rating_good	I enjoy horror movies. I'll like this trailer a lot I'm sure.	55 - 74	Male	Caucasian	High School/GED	Unable to Work	Married	Conservative	Protestant	user_364	2019-12-01 13:15:51.073039
first_batch_723	SEEKER	user_975	accept_rating_good	superheros	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_974	2019-12-01 13:16:35.654556
first_batch_724	SEEKER	user_439	accept_others	I love the actors who play in this movie as well the producer, Scorcese.	55 - 74	Female	Caucasian	High School/GED	Retired	Widowed	Liberal	Protestant	user_976	2019-12-01 13:20:04.896156
first_batch_722	SEEKER	user_977	accept_uninterested	Low standards	25 - 34	Male	Caucasian	on	Employed	Married	Liberal	Hindu	user_755	2019-12-01 13:16:32.726912
first_batch_725	SEEKER	user_978	accept_rating_good	I love Christmas movies and the Grinch story is so cute.	35 - 44	Female	Caucasian	on	Employed	Divorced	Liberal	Other	user_78	2019-12-01 13:34:17.699822
first_batch_727	SEEKER	user_980	accept_rating_good	im a big fan of dwayne johnson but this movies its really investing to watch whats next 	25 - 34	Female	Caucasian	Associate Degree	Employed	Married	Moderate	Muslim	user_979	2019-12-01 13:41:13.422308
first_batch_726	SEEKER	user_698	accept_others	Features my favourite 80s actor Arnie and has a riveting plotline!	25 - 34	Female	Caucasian	Professional Postgraduate Degree (Medical, Law, etc)	Employed	Never been married	Liberal	Atheist	user_981	2019-12-01 13:40:52.397395
first_batch_729	SEEKER	user_983	accept_rating_good	My recommender said that it was a funny movie I could watch with the kids. It has elements of action and also will remind me of the old Addams Family.	25 - 34	Female	East Asian	Bachelor/4-year Degree	Employed	Married	Moderate	Protestant	user_982	2019-12-01 13:43:57.602509
first_batch_728	SEEKER	user_984	accept_uninterested	Ive already heard of it 	25 - 34	Female	Caucasian	on	Employed	Living with partner	Moderate	Atheist	user_164	2019-12-01 13:42:24.039311
first_batch_730	SEEKER	user_986	accept_uninterested	the movie recomendations  the type of movie	35 - 44	Male	Hispanic/Latino	High School/GED	Employed	Married	Moderate	Other	user_985	2019-12-01 14:38:09.504237
first_batch_732	SEEKER	user_257	accept_rating_good	description on what to expect of the movie	55 - 74	Male	Caucasian	Vocational Training	Employed	Married	Moderate	Roman Catholic	user_987	2019-12-01 15:05:00.388015
first_batch_731	SEEKER	user_989	accept_uninterested	It seems more interesting than the usual romantic comedy.	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Liberal	Atheist	user_988	2019-12-01 15:01:37.585714
first_batch_734	SEEKER	user_990	accept_rating_good	exactly what i like to watch. the recommendation was perfect.	35 - 44	Male	Hispanic/Latino	High School/GED	Employed	Married	Conservative	Other	user_386	2019-12-01 15:08:08.854121
first_batch_733	SEEKER	user_992	accept_uninterested	I was curious to see if it entertained me.	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Moderate	Protestant	user_991	2019-12-01 15:06:26.201219
first_batch_735	SEEKER	user_317	accept_others	the referal	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Divorced	Liberal	Buddhist	user_993	2019-12-01 15:23:22.486527
first_batch_736	SEEKER	user_995	accept_rating_good	It was a movie I hadn't seen before but sounded interesting.	25 - 34	Female	East Asian	on	Homemaker	Married	Conservative	Protestant	user_994	2019-12-01 15:42:39.048686
first_batch_737	SEEKER	user_997	accept_rating_good	Wonder Woman 	25 - 34	Female	Hispanic/Latino	High School/GED	Employed	Married	Conservative	Protestant	user_996	2019-12-01 15:47:40.596717
first_batch_738	SEEKER	user_998	accept_uninterested	Because I am very interested in seeing this. 	18 - 24	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Roman Catholic	user_76	2019-12-01 15:54:29.071509
first_batch_739	SEEKER	user_1000	accept_uninterested	The rotten tomatoes score combined with Chris Evans working along side Daniel Craig has to be a winning combination	25 - 34	Male	Caucasian	on	Employed	Married	Conservative	Protestant	user_999	2019-12-01 16:08:04.361157
first_batch_740	SEEKER	user_1002	accept_rating_good	Favorite actor	25 - 34	Male	Caucasian	on	Employed	Married	Liberal	Roman Catholic	user_1001	2019-12-01 16:16:47.475399
first_batch_774	SEEKER	user_641	accept_rating_good	i like it movie is awesome	55 - 74	Female	Native American/American Indian/Alaskan Native	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_1003	2019-12-04 23:12:59.382146
first_batch_776	SEEKER	user_1004	accept_others	I haven't seen any of the series in quite some time and will be fun to re-visit them.	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Other	user_304	2019-12-05 06:10:38.747695
first_batch_778	SEEKER	user_1006	accept_rating_good	It looks hilarious and the whole trailer kept me laughing.	25 - 34	Female	Caucasian	High School/GED	Employed	Married	Moderate	Protestant	user_1005	2019-12-05 07:18:33.118486
first_batch_777	SEEKER	user_373	accept_rating_good	I am interested to watch a glimpse .	25 - 34	Female	South Asian	High School/GED	Homemaker	Married	Moderate	Hindu	user_1007	2019-12-05 07:17:18.216498
